state_AL,state_AR,state_AZ,state_CA,state_CO,state_CT,state_DC,state_DE,state_FL,state_GA,state_HI,state_IA,state_ID,state_IL,state_IN,state_KS,state_KY,state_LA,state_MA,state_MD,state_ME,state_MI,state_MN,state_MO,state_MS,state_MT,state_NC,state_ND,state_NE,state_NH,state_NJ,state_NM,state_NV,state_NY,state_OH,state_OK,state_OR,state_PA,state_RI,state_SC,state_SD,state_TN,state_TX,state_UT,state_VA,state_VT,state_WA,state_WI,state_WV,state_WY,area_code_area_code_415,area_code_area_code_510,international_plan_yes,voice_mail_plan_yes,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.999974776274138,-0.5821552891354582,1.9569543771772269,1.1475709396084175,1.956777820970811,1.7664542813929731,0.7014660382643046,1.766416589792957,1.2584026931101813,0.6270382467117034,1.2583472493627854,0.11321985463529874,-0.19442830703050804,0.1192285251468409,-1.2191877266229658
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2315537613472303,-0.5821552891354582,-0.6846142412732932,-2.035798342099886,-0.6841301960497728,1.9371529527316014,1.4614966581859012,1.9365257802199634,-0.13804801412686432,0.880865630348879,-0.13960597076380266,0.7976723763600287,-0.6037510586736832,0.799771869577606,-0.4528046611711277
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.23919460412492038,2.2641534793078604,-0.21660523534333395,0.23803685912033085,-0.2162313714437361,-2.707859127341894,0.8028034542538509,-2.7084001694952478,-1.1099153822039716,-0.3882712878369994,-1.1090843649073188,0.25731512236682097,-0.19442830703050804,0.2526683966038537,-0.4528046611711277
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.282443974538118,-0.5821552891354582,1.4168016904912664,0.2885665302585579,1.4170619674717548,-0.7759518117211834,0.2961163743061198,-0.7757707560328656,0.4618220246862596,0.5255072932568331,0.46198999703061155,0.5455056578298647,0.21489444461266707,0.5462361138092819,-0.4528046611711277
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5190907766748026,-0.5821552891354582,-0.7142116487629347,-1.5305016307176154,-0.7145980264892358,0.43299642528886556,-0.8692639095736616,0.4338945981147376,-1.5578702813176684,0.5762727699842682,-1.5591993336168084,1.806339250480683,-0.19442830703050804,1.8005709055052006,-0.4528046611711277
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.7480967360337972,-0.5821552891354582,1.1504250230844906,1.1981006107466445,1.1504684511264545,-2.8122865498078777,-0.5145829536102499,-2.8123557858673074,-0.24127240392262944,1.4900513510781006,-0.24347865585060804,0.4014103900983432,-1.0130738103168582,0.3994522552065675,-1.2191877266229658
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24426242118851266,-0.5821552891354582,-3.0080107292101648,-0.41884886567662066,-3.0083904038602247,1.1720212612019851,-0.9706013255632079,1.1710344232984335,-1.7876906208629564,-1.3020498689308317,-1.7885848465168368,1.6622439827491615,-0.19442830703050804,1.6671310340481884,-0.4528046611711277
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.974529669678694,-0.5821552891354582,-0.0334712765011765,0.5917445570879201,-0.03342438880695902,1.537517239832931,-0.4639142456154768,1.5372417082454621,-0.6171649931789056,0.06861800270991684,-0.6156891107449938,-0.03087541309622347,1.0335399478990173,-0.027555333455872903,1.0799614697325486
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5750488069292826,1.0234547853710292,0.29764971978918986,0.23803685912033085,0.2973691988214951,-2.4106426172464,-0.7172577855893423,-2.410709086247986,-1.5695560612945474,-0.8959260551113507,-1.5678553907073753,1.9504345182122051,3.080153706114893,1.9473547641079152,0.3135784042807105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.346042847570288,-0.5821552891354582,-0.48483174071821167,-1.2778532750264804,-0.48500116139185506,-0.6052531403825553,-0.6665890775945692,-0.6056615656058592,0.10930099538374188,1.6931132579878412,0.11141968486264348,0.8697200102257896,0.21489444461266707,0.8664918053061121,0.3135784042807105
